loanApproved,age,employed,monthly_income,retirement_savings,portfolio_allocation
True,29,1,6935.78747717523,188954.47648991493,0.17540974998508108
False,32,0,329.8958324939358,369976.8250609665,0.9436777652291878
False,36,1,3288.158408056191,234996.88870744727,0.16336809113695616
True,30,1,9682.025880647883,195150.1437148154,0.22245339599136027
False,44,0,712.9936309379207,454769.34547289414,0.7167506805637281
True,64,1,3884.5971914944503,416193.38292505464,0.24640596905097556
False,56,0,992.023228581445,361001.0998987775,0.9237453573751813
True,40,1,11354.58127324148,259512.74868246305,0.13654341430088612
True,28,1,13813.29712107404,181321.25365039732,0.34174265020613526
True,70,1,10019.79216270814,454365.9900557125,0.4765884217057704
False,32,0,17.891420896975262,368422.7299027222,0.5799701805640948
True,50,1,4289.726740633767,324726.1154723845,0.4520887883271084
False,70,0,748.755725003935,469898.8086228449,0.6437047620803104
False,37,0,352.7434156964051,413141.67307999975,0.5198330743342318
False,73,0,194.0274549007932,363005.7337581798,0.9450246483046265
True,43,1,12865.64590877328,279413.6371515951,0.391293757078108
True,62,1,11168.23590684255,403669.7511231635,0.8369437364290709
True,71,1,13955.689272082538,460665.56298771576,0.8228071330945887
True,52,1,4040.1758773745137,337731.55490659893,0.4258562402940216
False,75,0,937.9051086359893,333079.9089648316,0.09477667836116699
False,76,0,990.744718241222,489815.77159526537,0.2646951283884399
False,49,0,586.3783547983777,468144.2119205902,0.958409335179392
True,72,1,9894.679789068476,468876.322282472,0.9833347065534214
True,35,1,13661.878642938003,227126.5478205791,0.6314915172616167
True,24,1,5718.004748188363,155142.20410419867,0.7775441238817054
True,31,1,9430.787154949372,202177.26515652964,0.6719028034776905
False,70,0,624.9409616679835,448725.4324897776,0.41395588246519277
True,64,1,10025.755029127462,416052.0656687321,0.7328860768587152
False,54,0,286.76886544853517,464118.3397362271,0.22915166999670655
True,67,1,5345.790155719156,435944.99202875246,0.9718374166111121
True,36,1,13094.10421853961,233937.45666226084,0.48652043330315486
False,63,0,156.13548139069232,492362.2617717703,0.7116205788809175
True,30,1,7425.858200351402,195164.8724315524,0.5757220912190522
True,22,1,7652.090543468272,143980.02552265543,0.1647826520660035
True,76,1,3579.1871400227437,452916.6374531775,0.19822403083948237
True,21,1,10280.310080886606,135505.8680956817,0.19158919612655823
True,79,1,12786.124879908137,346410.18548685435,0.2170671810721262
True,53,1,5301.805777623055,345210.4879549073,0.06742372048426959
True,62,1,7780.026613178825,402420.5143125361,0.2940763601682844
False,63,0,576.9076431162621,399595.2745865777,0.5278200781124773
True,56,1,11109.20930336952,363706.9667791349,0.5582789479750343
True,37,1,10102.833398569326,239988.32263292704,0.3403238573806664
True,31,1,10348.10086802221,201195.37882313444,0.6107984389218087
True,44,1,14829.23562235703,286891.83825793397,0.42802451904395167
False,52,0,875.2282537019719,381851.7902090773,0.9417061555298863
False,52,0,483.0084134337993,516565.6120633439,0.18271225766227794
True,49,1,14527.97863116326,318539.4169539469,0.6038696577407527
True,73,1,10828.187588268254,509477.4900613423,0.24855767636724513
False,60,0,773.5562283092991,366951.0149413532,0.5009379569884868
False,75,0,574.4107688028172,334757.44556540763,0.14300208426428052
False,56,0,762.1971718592197,393672.98212824,0.614157273742888
True,57,1,8814.175597318479,371217.6822963564,0.9995013522570269
True,36,1,6114.586873665337,233218.1901636782,0.15229496284881394
False,22,0,512.1491196209004,480183.51753363287,0.19460934773223448
True,21,1,6792.05982912289,136745.37396653317,0.50806419675629
True,41,1,4769.669453584277,267099.83558923187,0.28087106140315643
True,63,1,13799.34952126738,409257.193397088,0.4478583619887434
False,35,0,231.37257265474554,382387.4031459476,0.6507663347633983
True,37,1,6247.7807478253,240677.2787689445,0.6733596312251477
True,66,1,13745.001307582057,428089.5204192762,0.16998845146941277
False,77,0,76.43902091821697,363605.77264054125,0.5342310236037406
False,26,1,3271.3263665625614,168930.33032561027,0.3746069717348577
False,22,0,355.90621951729054,385640.97458233096,0.22279143552845215
True,45,1,8006.104395717914,292789.05357632885,0.38586494126072
True,58,1,10923.318539132217,377212.9467054902,0.08475896722401388
True,75,1,12546.820393721395,356932.76645291905,0.5885342519393526
False,49,0,323.0536931058179,421852.80697259493,0.9275588094659627
True,57,1,8516.099439324298,370461.3306567931,0.755118106560127
True,46,1,6806.151320006155,298390.8409787151,0.8898652636367038
False,57,0,721.165786116842,456829.89519589354,0.6766044632445796
True,63,1,10035.170532221799,409939.9296781881,0.11527895307851443
False,70,0,182.84287895470064,403964.50840156263,0.42087840519534825
False,76,0,426.95760403988737,403792.55930485594,0.6236172436233424
True,77,1,5771.065144539324,474291.19048391475,0.14382527227092345
True,33,1,8152.44831953715,214925.57772225534,0.13676728481771305
True,41,1,4967.311838493912,266124.65642459266,0.6893017369301842
True,75,1,12018.476251300695,510187.3954672552,0.2737311702333963
False,34,0,184.82401447839825,471098.79982360406,0.241902971147135
True,30,1,8572.504894728796,195666.81448693498,0.2225333387721835
False,64,0,247.34122040485585,417758.8087556643,0.8063603195749761
True,33,1,10219.969250787073,213687.24850961572,0.789544646958382
False,77,0,376.70605180068264,421824.24124583526,0.4941992058820347
True,73,1,5078.286382944511,500890.98662841925,0.8514859146296521
False,78,0,9.390369621182337,408211.35692114494,0.29275297281953516
True,43,1,3856.9031646417934,279436.1048793281,0.7813052652283013
False,50,0,366.08030867065855,378380.06055734726,0.3809014070809107
False,61,0,419.918831202575,419241.73599270446,0.9622613949147543
True,68,1,3366.3848590026664,440772.3213561129,0.0661102585732195
True,35,1,5642.792293365542,228267.9519525741,0.5764201812930485
False,80,0,245.67749270908678,422475.40116825845,0.7254085871405749
False,50,0,87.44511746968864,495456.26116001996,0.7371675011394206
True,70,1,9121.068089816445,454286.70927192405,0.15345456636464716
False,36,0,851.8573736056136,384194.4804297409,0.6501974188352687
True,35,1,8225.282103847323,227314.6905574605,0.9827639451941653
True,72,1,3174.4995763322327,467736.0439512408,0.7182212650931682
False,31,0,198.82580036557883,370042.62353974936,0.9295115137269889
True,72,1,10168.147482921637,467913.3330031826,0.8584434272995116
True,69,1,9286.758770722856,449063.1803677039,0.9563346594226189
True,45,1,14308.326387703853,291518.1556211483,0.8022461563180587
False,24,0,616.2417502970512,405251.9111381465,0.2712066827619659
False,63,0,762.1716630603877,357356.3182168019,0.8544977036455471
True,70,1,7740.155159971044,454908.97998045624,0.7900153179807999
True,62,1,9793.246518952883,402791.0459974647,0.9782481140195477
True,43,1,7985.2629995176185,280233.4107571373,0.1826686513908088
False,68,0,565.7547308350559,370048.74359744124,0.6460150798913267
False,49,0,987.0333435599575,355629.2573913087,0.8173901430779064
True,42,1,6097.562421019307,273708.80251099623,0.24728474038832604
True,37,1,13151.488127184488,241143.72405558522,0.13665200788665877
False,73,0,325.88340812738545,492558.1567658667,0.7343028775489074
False,79,0,154.81155666046197,506612.2599573531,0.991684718333888
False,49,0,814.4143079996651,505351.21323470376,0.08969322221638654
True,32,1,5362.357377126318,208248.4426225866,0.2956872469976992
False,29,0,736.2338159474546,371444.0382574044,0.5923628693439936
True,76,1,3168.7090217869422,362747.24368684244,0.11174781530304423
False,46,0,11.909738341017828,377608.7997486352,0.9299075236636783
False,30,0,375.6423257052541,398925.30867229763,0.9407387157284419
False,57,0,298.50727250244836,401399.9012798041,0.9762450350517937
False,26,0,657.9823942390767,402801.3463922146,0.7166049207154763
False,50,0,409.25145118357807,521057.90268301603,0.4390682105123638
True,80,1,10450.906781039415,462716.1761596387,0.19391794786825467
True,49,1,3904.6648643321723,318049.8042736191,0.37948651670215705
True,32,1,10836.638620419457,207921.11453389566,0.18138778838836134
True,69,1,3190.2316707284895,448069.2124060264,0.3709936118290369
False,69,0,869.1937155246815,499758.20468394045,0.43830503829947387
True,40,1,8095.412339215601,260841.39602383625,0.2523030876577458
True,74,1,5546.712838585911,355956.86617836845,0.13007049345508348
True,27,1,7840.6984511527,176527.9414411754,0.8203077943609558
False,35,0,32.57234981461099,478861.358334478,0.18033608654568278
False,41,0,564.1320600178602,477662.1975157685,0.19126676558804678
False,59,0,549.0799390767672,418808.60000190645,0.2934082569002835
False,60,0,809.5196470699202,475002.499242546,0.907498923376134
False,38,0,843.7843494440268,458548.7158463624,0.0038208757991569087
True,35,1,6919.874846307242,226200.49400417908,0.8565716909439779
True,34,1,6612.287771767386,220353.53251483076,0.6286279237601524
False,42,0,626.160386805535,367695.87464105425,0.4969348206161799
True,50,1,13588.639943848317,325535.84967159637,0.5495684050294842
False,74,0,801.4433643708679,477187.5109240781,0.8338562462810244
False,66,0,24.48846019798312,410206.7104129546,0.6582530782913107
True,72,1,13318.170330560506,467681.35479170433,0.533752093995238
True,59,1,11512.436346148848,384390.3025412849,0.6822828931380144
True,80,1,9192.521758082463,500878.528892072,0.5169081336074016
False,71,0,841.9158598104049,348347.33285601815,0.5048895637581793
False,18,0,291.196397645873,494108.210542658,0.5278850446638402
False,49,0,475.22462429202363,478261.89512285555,0.5825022517351911
True,32,1,9607.29457482092,207575.05330209841,0.9216180188623789
True,49,1,12164.705499812813,317651.85066869145,0.5512789807712775
False,45,0,290.8501182392267,454499.3430931425,0.9668786192650846
True,63,1,6553.917235612647,409675.16804681625,0.42894005858578843
False,57,0,456.4996271539488,337518.67793173954,0.599307057201131
False,24,0,0.22169971029817326,447548.52623226756,0.48253762200167294
False,69,0,242.0944021447967,491635.4400594537,0.8039918210590137
False,59,0,814.2237305412268,466169.34059509885,0.27714025303214274
True,80,1,8281.18894683195,334691.55089264666,0.6564422761737766
False,73,0,293.8234643879565,466193.46247598884,0.6805626097695981
True,35,1,12211.405278764909,226475.31116187992,0.07955156101373462
True,76,1,7282.053035533613,427714.832528202,0.5683712904835098
True,50,1,3923.3605347354273,324020.8460532242,0.7697902263664144
True,75,1,7825.705189808529,459637.47078166937,0.49226163606213835
False,78,0,46.03747135147218,431354.07550762245,0.9642115517216056
True,34,1,9375.53800469007,221168.0020656281,0.8196869026699722
False,20,0,641.9065646558054,488479.5548261559,0.1727406694369843
True,55,1,14277.703657717291,356785.4240533824,0.6290807895415105
True,61,1,12261.267323518765,396089.97143560386,0.7118882975250763
True,33,1,14223.228735612893,214154.9836458564,0.6848100430995354
True,53,1,12931.490312738071,343477.78757940256,0.8551837602671677
False,31,0,790.1278026602023,346139.3865688811,0.2748074958846842
True,20,1,12591.239477748468,129596.59267470501,0.6417678081403646
True,26,1,3258.239417369525,169927.6830542592,0.5626616557530582
False,64,0,383.31939654783196,404275.49878099206,0.16486371752648665
False,64,0,827.7629198311454,414887.2488437205,0.4962433103412679
True,53,1,13200.338451058806,343895.5441282537,0.2912607248243877
False,47,0,266.39909373329084,340037.8008656038,0.06621184820476289
True,30,1,5206.018648842655,196083.45832767469,0.07425772206542136
False,78,0,94.83079072396782,458740.3297485305,0.9706780583272027
True,75,1,9758.447949842346,491938.3002303009,0.07038971412017925
False,70,0,392.4678243761738,353639.13433077704,0.13530924400438926
True,38,1,9824.923074829352,247294.12416268096,0.5186855427460793
True,50,1,9050.458139334647,324367.0890267091,0.37914767869986854
False,32,0,560.8070533590343,415874.7714811011,0.795372341166364
False,62,0,188.1545037427702,395418.5799828519,0.09065223342495876
True,53,1,10088.576782858438,344381.9473403932,0.6621275899582407
False,77,0,296.2559550393429,426511.91037078964,0.5109604789214502
False,34,0,825.3015581668586,492617.5725554972,0.43331333598704
False,55,0,941.93958587313,478140.8366997007,0.11185734640122513
False,49,0,236.32066354151104,398599.9289641823,0.8705533043101933
True,73,1,14153.004007474281,407330.81426287006,0.8001925768935053
True,45,1,8485.252043145832,293415.09175918985,0.12617219508562783
True,78,1,4626.7852854276525,430649.187479092,0.8665265169784578
True,44,1,6218.1122495959125,286905.61331875995,0.21546148382164965
True,34,1,4772.465587303818,221933.4931273758,0.3658700862517067
False,63,0,336.8528956123934,488667.46958400705,0.3409538648840309
False,73,0,948.3535027347261,475729.96647629235,0.3122001509015734
False,42,0,767.8388019758179,356790.02230038855,0.017597976477304877
False,68,0,870.091964631436,423923.1477199149,0.32249837634659284
False,68,0,566.6782860196686,359026.12371882884,0.09599453394338342
True,39,1,5926.923434911336,253764.7446886117,0.06125371109147981
False,78,0,52.81672374379953,407535.2994170997,0.8305523165288154
True,32,1,11928.377616634672,206920.5093693036,0.2009640299899489
False,19,0,494.5801644671766,490060.1917934883,0.35774813957259866
False,72,0,554.7497004438227,475430.084221676,0.3874522444574018
True,48,1,11229.268008902682,311736.37593466445,0.7715943884023879
False,52,0,817.9334441482548,463446.54452751577,0.34552248556107346
True,79,1,11421.140825337421,334684.7692508258,0.9066857311312557
False,20,1,4167.872306258209,131196.64415788135,0.8725046308244404
False,53,0,133.26135036890807,462521.04384262924,0.8327610351493956
True,36,1,12078.110338229219,234102.03245963706,0.5941900745245673
False,33,0,783.8147042162946,352392.7772679665,0.38400178640768756
True,75,1,7439.552881340999,335314.36965188116,0.6058579549524877
False,70,0,539.8309298185687,347754.24742998224,0.6099074162239753
True,76,1,13094.653780405324,431098.58178591204,0.2867836259119313
True,22,1,11435.516222949202,144212.8809549961,0.2067223279584668
False,55,0,824.2024408289294,482047.8833062233,0.4525174757234932
True,51,1,13832.68000693934,331039.7280603403,0.8046024606542672
True,32,1,4840.0772891049655,208380.5183825861,0.26019497662267865
True,76,1,3604.035398346498,402192.50395262503,0.26886417202219004
True,67,1,3023.0082903332413,435070.2994520176,0.889995580142049
True,74,1,14229.129446740179,435639.10565826186,0.061598544897392804
False,78,0,702.2474860130695,378888.1444561159,0.8178183296912478
True,56,1,5128.961646377416,363041.33478911687,0.48007226916250967
False,47,0,374.1268879378249,392288.1526243824,0.6952669150405878
True,59,1,10815.84255752903,382963.1999159616,0.7857353223182313
False,75,0,237.05207687420747,498733.1435236597,0.5459469771383435
True,59,1,10287.345725623452,383494.89572990965,0.03177242506839173
False,72,0,347.4164266497423,363176.11346328334,0.9593880455018128
False,68,0,305.08916067632606,383321.70939184865,0.6426983422873438
True,39,1,11341.102434660752,254370.21816129808,0.43819407606230476
False,42,0,623.1937935705739,345757.54448299465,0.540022972411323
False,48,0,563.1385524840993,480887.08257638675,0.9760574447376523
False,62,0,196.47047256994333,340202.07936017483,0.2699624701089316
True,80,1,8090.762722411444,433021.58878562733,0.65854274728412
False,18,0,352.0259749571497,518717.14999586553,0.04062224652090485
False,68,0,25.46608982720777,357998.14961748075,0.21530291800605605
True,37,1,4819.555973527854,239234.44579055713,0.3399500669714246
True,59,1,6852.484734774075,384701.03058749984,0.8428784127039487
True,69,1,6128.902251044507,449234.89504144026,0.49214547473655834
True,18,1,12930.860378769628,117409.50677338937,0.5445742427218005
False,39,0,191.4062872470982,332697.06833201164,0.6972402657739201
True,70,1,3086.798644776834,455245.99601171777,0.616800920631613
False,59,0,592.2022917999896,433881.2736695278,0.7578470632733478
True,76,1,11504.060552466004,508021.81291724637,0.20590988238547225
False,63,0,583.7019560930296,521267.6722340269,0.10318288831478728
True,27,1,8541.42760161821,174270.68963796095,0.5661197462911464
False,35,0,974.6890565837917,359044.8296898727,0.08103152002912051
True,68,1,12287.665504093444,442939.1935353898,0.8528731602842214
True,46,1,7171.892828960653,299814.1201079457,0.581581153904974
False,48,0,81.42057315466612,391052.59585413995,0.4585851958450149
False,38,0,516.863517689244,499768.9365161091,0.3729777764220863
False,48,0,662.6710635814592,389026.72260422265,0.5680783804283241
False,53,0,367.6599607854942,348875.65769518545,0.23758604997457922
False,67,0,222.70312231213518,360739.8103419088,0.08331928511482978
False,68,0,373.2988802347688,332986.8028279997,0.23817385100892718
False,33,0,990.0536153551075,339899.07874436537,0.24514448354512286
True,30,1,9619.692568686134,195606.66276755638,0.38885151921681604
True,23,1,7756.263028737995,149536.8767045155,0.37532582691540106
False,18,0,173.97391084045367,460648.2114046893,0.38868101611537376
False,23,0,138.3952476761443,395191.1763532276,0.8081081213705834
True,78,1,3665.924225662257,337414.6901195136,0.5507735100335186
False,39,0,447.896798538948,355933.5323264143,0.523812301502496
False,25,0,780.483501532154,402201.31646785303,0.705787415532297
False,33,0,799.0027925904308,358763.84679729387,0.2631760625764509
True,54,1,13476.08818092857,350940.6478798779,0.8741878474623905
False,56,0,742.9635082731386,515331.82367854804,0.790157858482888
False,36,0,812.8116582970133,458668.72767195525,0.33679812170584567
True,58,1,6019.417256159982,375798.4065976735,0.9934282195815692
False,21,0,480.67774111907613,507998.548350784,0.7189508165431672
True,21,1,14646.160099091576,136256.42001923212,0.4413586394246871
True,19,1,11303.387724136868,123739.26090699817,0.902881155174481
True,60,1,7988.1403901665435,391294.97538750584,0.7713584350478655
False,63,0,707.2440369438052,501924.37364502414,0.9031598588825651
True,51,1,6344.965880179531,331521.0514100561,0.4063009048306149
True,72,1,6186.750848402166,468675.4257677856,0.660496100841534
False,65,0,870.3437965211187,513654.957357568,0.5052290228293579
True,26,1,14369.267662378506,169870.08757412867,0.18281794506295856
True,50,1,14367.339760164501,324658.183363343,0.649547041328845
True,45,1,4894.585148698889,293077.7719722502,0.9961861755797515
False,69,0,918.8747162343676,395377.0384435945,0.7123908747730557
True,40,1,6892.102481408465,258777.28420931194,0.3199610234502863
True,40,1,4296.018923402203,260405.77616633437,0.048672246638759575
True,49,1,3770.1154858469367,317794.51727932127,0.7598467671421846
True,71,1,3145.731428645115,462735.3777047214,0.19414925110151404
True,70,1,4580.6294225878255,454763.4837574983,0.004719357160004378
False,50,0,532.8033964475818,361374.4812242825,0.6807979123700109
False,39,0,52.985721519301364,412596.789098038,0.9965038654273245
True,68,1,6423.158568605933,441203.18984057487,0.14221787699006117
False,27,0,688.2786011315313,349535.8578610312,0.9896895416653955
False,22,0,801.6968258810094,512042.4041661583,0.6363889632375562
False,79,0,428.06236272923326,484823.0688640212,0.28640252521902043
False,71,0,379.80088694352486,505510.3094095078,0.6593980374623443
False,19,1,4019.5513904748186,124257.44673083672,0.8640794944806949
False,42,0,553.776592214094,342676.74991432397,0.4432132376626746
False,79,0,913.0845251817841,350784.92313507624,0.5986382880621386
True,79,1,10421.173655939687,442534.9776881435,0.8112386298776488
False,18,0,969.9284384611543,469824.07453848573,0.29626488921986127
True,70,1,14079.320978999787,454708.0328980716,0.7650268426147872
False,31,0,656.3378068365956,342096.0725227917,0.011885340029185065
False,40,0,573.1304825670096,345483.8408296435,0.7874425114599553
False,61,0,379.1795049599731,454824.5878179588,0.8994313825403332
False,61,0,922.0087587572328,459742.37979004445,0.6871312080823443
True,36,1,9501.934653466998,235228.47822051414,0.4674985323709647
True,66,1,7874.371528676183,428199.87430168164,0.09357603053272023
True,47,1,14540.45492492803,304402.26740238664,0.002976136901003401
True,28,1,5616.199395396007,181245.5371949451,0.663653018588982
False,76,0,325.8861949464129,479266.71756483,0.2464836490875102
False,78,0,914.6551523255316,502008.8734570783,0.18872080860046891
False,18,0,295.94452657589164,341130.94508592563,0.9837029416064158
True,22,1,4964.200738015594,144191.31994780185,0.5190957467905465
False,47,0,376.90351180002637,455943.73108680954,0.5081799643797116
False,53,0,248.74676748009693,333681.32688227796,0.9078203088214287
True,19,1,4791.647669799771,124102.24121153212,0.2310301668342275
True,33,1,9156.229323440917,213778.91684377205,0.02154749461735672
False,44,0,892.3172906395323,477810.6911881653,0.45883471987744406
True,73,1,7717.812324747843,461292.65905171377,0.9238844141325961
True,51,1,8408.175474043668,331042.3651973513,0.4421114973707443
False,18,0,485.14431097777964,381937.80001680565,0.4076604927390114
False,66,0,973.2692900650494,395916.53978180134,0.5727314561615166
True,38,1,8844.572221952083,246128.3931883343,0.8358466860149937
False,79,0,235.26156170263923,477274.90078275866,0.8602274555677152
False,50,0,933.5354233655814,405807.6844527036,0.8603542064177171
True,38,1,14817.993648367472,246214.12548445165,0.7062988328752062
True,47,1,13695.012908547389,305415.1762945641,0.5323273489747063
True,20,1,8448.530735390348,128718.26971526838,0.6331435645342001
True,58,1,14532.351726500392,377823.449613044,0.8452218296953826
False,56,0,735.3595166075822,353700.3566264054,0.4891591034454307
False,36,0,348.1959769162324,421387.31799897744,0.8366304577280097
False,71,0,33.55529941628343,379298.0560818217,0.5278584449570645
True,59,1,6548.744644981364,382567.6151909736,0.44359375037734816
False,34,0,568.6287274817548,351542.44033800805,0.5304712628616216
True,23,1,11566.543241373465,148486.6568929545,0.14883130948880796
False,26,0,410.24319295722023,375547.97275586386,0.2448316181874698
True,24,1,4432.9095667457195,157077.5684319499,0.21301015446904314
False,44,0,222.7733959514211,480395.82571758947,0.9084952765991617
False,50,0,969.5473688968136,444835.1627745881,0.3269282394063592
False,33,0,459.2289828850709,468950.5951533047,0.24530361742822515
False,78,0,886.0008916890204,478022.763180952,0.8969396419899271
True,20,1,6628.604739865542,131061.6169006371,0.051789884539872655
True,49,1,3527.34516348237,318035.9391268063,0.7759383489336007
True,50,1,14815.379719795827,326060.379045718,0.6026409664346928
False,56,0,274.6534894794996,438220.6236736233,0.7301720233504028
False,64,0,348.7289813901107,390807.8955888823,0.008636209165301167
False,77,0,361.9516594745957,337744.438263203,0.5241434438238848
True,61,1,5533.321424645806,396775.75118638715,0.08412346430196604
True,50,1,6850.539013308042,324101.772792911,0.9154554600966737
False,60,0,843.6339490418474,438396.80567639356,0.44913365997283206
True,67,1,8706.21253756772,434782.14541826217,0.8904573390303999
False,24,0,169.9060052640694,448571.18331134185,0.23792900015891083
True,66,1,7575.6946591459455,428865.6387823081,0.009152080302616938
False,25,0,995.2797535879743,500251.8765278993,0.5784604834977765
True,44,1,4097.094385993933,287169.2368541437,0.49069573432734626
True,76,1,4696.62533137936,479815.80330814247,0.7624793424273595
True,74,1,10928.6071317106,413824.4987728283,0.8508870829375965
False,58,0,895.6115976990035,516087.43236837984,0.08575609245631044
False,68,0,334.3155489827936,355859.09959915833,0.8018604681995695
False,77,0,648.8199317970121,492526.9563476641,0.33058787739787143
False,60,0,589.8281502941495,352963.8671036116,0.3526258096492165
False,52,0,816.1614707623756,397689.4537800562,0.3169429184176765
True,18,1,13989.071764123495,115987.04004570672,0.5740389639008476
False,71,0,791.5053732621571,508324.4811910073,0.37922993004323924
False,78,0,987.0330716991289,385057.6661154969,0.6555597166917098
True,64,1,12604.006183732616,415467.60651386157,0.24818818589472003
False,75,0,362.86814707911907,454982.0947338144,0.9394745467314806
True,31,1,14360.932640821875,201984.11796375868,0.4019614601285826
False,78,0,833.8771992471671,422894.3786122533,0.32814609181207965
False,50,0,146.87654362521317,460412.9410571514,0.8143685017104593
False,28,0,761.7529041059438,512077.8284586051,0.6268117820180373
True,39,1,8061.406540204771,253290.75374302253,0.11114064360786735
False,40,0,500.02212673187773,394068.6709263864,0.24927308756644517
False,20,0,752.4087286269706,461370.25382600573,0.2793475812924914
False,42,0,841.3619416210884,355040.5323019589,0.2382458187674792
True,19,1,5737.0830264257565,123684.48350379564,0.17456506810729044
